Source,Target,Type,Id,Label,timeset,Weight
796,2838,directed,,,,
797,1649,directed,,,,
798,506,directed,,,,
799,506,directed,,,,
192,506,directed,,,,
800,506,directed,,,,
193,506,directed,,,,
801,506,directed,,,,
343,506,directed,,,,
347,506,directed,,,,
773,506,directed,,,,
120,506,directed,,,,
324,506,directed,,,,
802,506,directed,,,,
201,506,directed,,,,
803,3820,directed,,,,
204,3821,directed,,,,
28,3821,directed,,,,
804,3821,directed,,,,
805,3821,directed,,,,
65,3821,directed,,,,
806,3822,directed,,,,
807,3822,directed,,,,
808,3822,directed,,,,
809,3822,directed,,,,
810,3822,directed,,,,
767,3822,directed,,,,
811,3822,directed,,,,
812,3822,directed,,,,
813,3822,directed,,,,
814,3822,directed,,,,
18,3822,directed,,,,
482,3823,directed,,,,
247,132,directed,,,,
729,132,directed,,,,
815,132,directed,,,,
596,132,directed,,,,
816,132,directed,,,,
817,132,directed,,,,
818,132,directed,,,,
189,132,directed,,,,
611,132,directed,,,,
819,132,directed,,,,
820,132,directed,,,,
821,132,directed,,,,
101,132,directed,,,,
822,132,directed,,,,
823,132,directed,,,,
64,132,directed,,,,
105,132,directed,,,,
824,132,directed,,,,
288,132,directed,,,,
825,132,directed,,,,
761,132,directed,,,,
65,3824,directed,,,,
20,3824,directed,,,,
283,3825,directed,,,,
597,3825,directed,,,,
108,3825,directed,,,,
287,3825,directed,,,,
64,3825,directed,,,,
72,73,directed,,,,
595,73,directed,,,,
670,73,directed,,,,
826,73,directed,,,,
77,73,directed,,,,
703,73,directed,,,,
78,73,directed,,,,
827,73,directed,,,,
80,73,directed,,,,
828,73,directed,,,,
316,73,directed,,,,
829,73,directed,,,,
525,73,directed,,,,
830,73,directed,,,,
527,73,directed,,,,
831,73,directed,,,,
832,73,directed,,,,
833,73,directed,,,,
604,73,directed,,,,
834,133,directed,,,,
2,133,directed,,,,
835,133,directed,,,,
661,133,directed,,,,
614,133,directed,,,,
320,133,directed,,,,
434,133,directed,,,,
836,133,directed,,,,
55,133,directed,,,,
554,133,directed,,,,
64,133,directed,,,,
837,133,directed,,,,
838,133,directed,,,,
724,133,directed,,,,
683,3826,directed,,,,
839,3826,directed,,,,
840,3826,directed,,,,
841,3826,directed,,,,
842,3826,directed,,,,
49,3826,directed,,,,
711,3826,directed,,,,
843,3826,directed,,,,
655,3826,directed,,,,
575,3826,directed,,,,
108,3826,directed,,,,
228,3826,directed,,,,
844,3826,directed,,,,
481,3826,directed,,,,
231,3826,directed,,,,
183,3826,directed,,,,
845,3826,directed,,,,
846,3826,directed,,,,
15,3826,directed,,,,
359,3826,directed,,,,
35,3826,directed,,,,
847,2937,directed,,,,
848,2937,directed,,,,
302,2937,directed,,,,
2,839,directed,,,,
477,839,directed,,,,
48,839,directed,,,,
253,839,directed,,,,
849,839,directed,,,,
850,839,directed,,,,
851,839,directed,,,,
473,839,directed,,,,
54,839,directed,,,,
618,839,directed,,,,
55,839,directed,,,,
852,839,directed,,,,
481,839,directed,,,,
60,839,directed,,,,
853,839,directed,,,,
854,839,directed,,,,
67,839,directed,,,,
723,839,directed,,,,
855,3719,directed,,,,
492,3827,directed,,,,
856,3827,directed,,,,
477,1299,directed,,,,
690,1299,directed,,,,
808,1299,directed,,,,
857,1299,directed,,,,
478,1299,directed,,,,
733,1299,directed,,,,
858,1299,directed,,,,
576,1299,directed,,,,
108,1299,directed,,,,
481,1299,directed,,,,
482,1299,directed,,,,
859,1299,directed,,,,
64,1299,directed,,,,
484,1299,directed,,,,
579,1299,directed,,,,
485,1299,directed,,,,
860,1299,directed,,,,
814,1299,directed,,,,
861,3828,directed,,,,
862,3828,directed,,,,
668,3828,directed,,,,
863,3828,directed,,,,
590,3829,directed,,,,
864,463,directed,,,,
865,463,directed,,,,
866,463,directed,,,,
867,463,directed,,,,
233,463,directed,,,,
123,463,directed,,,,
550,463,directed,,,,
868,463,directed,,,,
128,463,directed,,,,
646,463,directed,,,,
514,463,directed,,,,
64,463,directed,,,,
308,463,directed,,,,
131,463,directed,,,,
516,463,directed,,,,
869,1275,directed,,,,
870,1275,directed,,,,
871,1275,directed,,,,
332,1275,directed,,,,
872,1275,directed,,,,
873,1275,directed,,,,
874,1275,directed,,,,
875,1275,directed,,,,
298,1275,directed,,,,
876,1275,directed,,,,
480,1275,directed,,,,
193,1275,directed,,,,
877,1275,directed,,,,
779,1275,directed,,,,
324,1275,directed,,,,
878,1275,directed,,,,
879,3106,directed,,,,
96,3106,directed,,,,
880,3106,directed,,,,
881,2313,directed,,,,
882,2313,directed,,,,
883,2313,directed,,,,
884,3830,directed,,,,
885,3830,directed,,,,
886,3830,directed,,,,
887,3830,directed,,,,
888,3830,directed,,,,
889,3830,directed,,,,
890,3830,directed,,,,
755,3830,directed,,,,
891,3830,directed,,,,
34,3830,directed,,,,
38,3830,directed,,,,
892,3830,directed,,,,
893,3060,directed,,,,
894,3060,directed,,,,
750,3060,directed,,,,
895,3060,directed,,,,
144,3060,directed,,,,
896,3060,directed,,,,
752,3060,directed,,,,
897,3060,directed,,,,
147,3060,directed,,,,
898,3060,directed,,,,
899,3060,directed,,,,
754,3060,directed,,,,
900,3060,directed,,,,
901,3060,directed,,,,
72,2821,directed,,,,
595,2821,directed,,,,
902,2821,directed,,,,
903,2821,directed,,,,
606,2821,directed,,,,
77,2821,directed,,,,
904,2821,directed,,,,
609,2821,directed,,,,
905,2821,directed,,,,
78,2821,directed,,,,
906,2821,directed,,,,
234,2821,directed,,,,
295,2821,directed,,,,
497,2821,directed,,,,
80,2821,directed,,,,
616,2821,directed,,,,
907,2821,directed,,,,
908,2821,directed,,,,
828,2821,directed,,,,
500,2821,directed,,,,
829,2821,directed,,,,
779,2821,directed,,,,
105,2821,directed,,,,
833,2821,directed,,,,
909,2821,directed,,,,
442,2821,directed,,,,
201,2821,directed,,,,
603,2821,directed,,,,
910,3831,directed,,,,
47,3831,directed,,,,
568,3831,directed,,,,
911,3831,directed,,,,
912,3831,directed,,,,
208,3831,directed,,,,
757,3831,directed,,,,
913,3831,directed,,,,
62,3831,directed,,,,
263,2776,directed,,,,
834,2776,directed,,,,
182,2776,directed,,,,
914,2776,directed,,,,
183,2776,directed,,,,
64,2776,directed,,,,
915,3832,directed,,,,
916,3833,directed,,,,
917,3833,directed,,,,
109,3833,directed,,,,
918,3833,directed,,,,
919,3833,directed,,,,
920,3833,directed,,,,
921,3833,directed,,,,
922,3833,directed,,,,
923,3833,directed,,,,
924,3454,directed,,,,
72,3834,directed,,,,
606,3834,directed,,,,
543,3834,directed,,,,
154,3834,directed,,,,
906,3834,directed,,,,
612,3834,directed,,,,
544,3834,directed,,,,
297,3834,directed,,,,
80,3834,directed,,,,
925,3834,directed,,,,
926,3834,directed,,,,
927,3834,directed,,,,
928,3834,directed,,,,
673,3834,directed,,,,
929,3834,directed,,,,
930,3834,directed,,,,
271,3834,directed,,,,
931,3834,directed,,,,
932,3834,directed,,,,
166,3834,directed,,,,
933,3834,directed,,,,
934,3834,directed,,,,
42,3166,directed,,,,
935,3166,directed,,,,
352,3166,directed,,,,
319,3166,directed,,,,
49,3166,directed,,,,
936,3166,directed,,,,
124,3166,directed,,,,
126,3166,directed,,,,
937,3166,directed,,,,
321,3166,directed,,,,
938,3166,directed,,,,
54,3166,directed,,,,
939,3166,directed,,,,
62,3166,directed,,,,
220,3166,directed,,,,
165,3166,directed,,,,
131,3166,directed,,,,
597,2405,directed,,,,
134,2405,directed,,,,
940,2405,directed,,,,
933,2405,directed,,,,
769,303,directed,,,,
347,303,directed,,,,
773,303,directed,,,,
179,303,directed,,,,
120,303,directed,,,,
573,3835,directed,,,,
240,3835,directed,,,,
662,3835,directed,,,,
574,3835,directed,,,,
941,3835,directed,,,,
388,3835,directed,,,,
554,3835,directed,,,,
942,3835,directed,,,,
44,1891,directed,,,,
22,1891,directed,,,,
49,1891,directed,,,,
943,1891,directed,,,,
209,1891,directed,,,,
944,1891,directed,,,,
108,1891,directed,,,,
53,1891,directed,,,,
54,1891,directed,,,,
28,1891,directed,,,,
804,1891,directed,,,,
945,1891,directed,,,,
65,1891,directed,,,,
946,3836,directed,,,,
947,3836,directed,,,,
948,3836,directed,,,,
949,3836,directed,,,,
434,3836,directed,,,,
388,3836,directed,,,,
908,3836,directed,,,,
950,3836,directed,,,,
55,3836,directed,,,,
418,3836,directed,,,,
951,3836,directed,,,,
952,3836,directed,,,,
493,3836,directed,,,,
441,3836,directed,,,,
909,3836,directed,,,,
953,3836,directed,,,,
97,649,directed,,,,
98,649,directed,,,,
660,649,directed,,,,
2,649,directed,,,,
233,649,directed,,,,
54,649,directed,,,,
954,649,directed,,,,
554,649,directed,,,,
555,649,directed,,,,
64,649,directed,,,,
131,649,directed,,,,
955,1720,directed,,,,
956,1720,directed,,,,
293,1720,directed,,,,
957,1720,directed,,,,
109,1720,directed,,,,
958,1720,directed,,,,
959,1720,directed,,,,
960,1720,directed,,,,
961,1720,directed,,,,
919,1720,directed,,,,
920,1720,directed,,,,
922,1720,directed,,,,
92,3837,directed,,,,
962,3837,directed,,,,
963,3837,directed,,,,
964,3837,directed,,,,
965,3837,directed,,,,
47,203,directed,,,,
22,203,directed,,,,
204,203,directed,,,,
966,203,directed,,,,
207,203,directed,,,,
967,203,directed,,,,
210,203,directed,,,,
361,203,directed,,,,
214,203,directed,,,,
28,203,directed,,,,
216,203,directed,,,,
60,203,directed,,,,
968,203,directed,,,,
65,203,directed,,,,
969,203,directed,,,,
363,203,directed,,,,
222,203,directed,,,,
606,406,directed,,,,
609,406,directed,,,,
906,406,directed,,,,
771,406,directed,,,,
347,406,directed,,,,
527,406,directed,,,,
288,406,directed,,,,
731,1905,directed,,,,
703,1905,directed,,,,
610,1905,directed,,,,
732,1905,directed,,,,
907,1905,directed,,,,
619,1905,directed,,,,
928,1905,directed,,,,
673,1905,directed,,,,
271,1905,directed,,,,
970,1905,directed,,,,
527,1905,directed,,,,
64,1905,directed,,,,
442,1905,directed,,,,
201,1905,directed,,,,
971,1905,directed,,,,
972,1905,directed,,,,
973,1905,directed,,,,
974,3838,directed,,,,
975,3838,directed,,,,
805,3838,directed,,,,
976,3839,directed,,,,
486,3840,directed,,,,
48,3404,directed,,,,
182,238,directed,,,,
233,238,directed,,,,
868,238,directed,,,,
977,238,directed,,,,
128,238,directed,,,,
246,238,directed,,,,
978,238,directed,,,,
979,238,directed,,,,
183,238,directed,,,,
646,238,directed,,,,
555,238,directed,,,,
64,238,directed,,,,
131,238,directed,,,,
980,238,directed,,,,
556,238,directed,,,,
981,238,directed,,,,
982,3841,directed,,,,
965,3842,directed,,,,
983,3843,directed,,,,
476,3843,directed,,,,
984,3843,directed,,,,
985,3844,directed,,,,
605,3845,directed,,,,
614,3845,directed,,,,
986,3845,directed,,,,
64,3845,directed,,,,
480,3846,directed,,,,
734,3846,directed,,,,
372,3846,directed,,,,
868,3847,directed,,,,
646,3847,directed,,,,
987,3848,directed,,,,
988,3849,directed,,,,
989,3849,directed,,,,
990,3849,directed,,,,
991,3849,directed,,,,
146,3849,directed,,,,
752,3849,directed,,,,
992,3849,directed,,,,
993,3850,directed,,,,
994,3850,directed,,,,
964,3850,directed,,,,
109,3850,directed,,,,
452,3850,directed,,,,
103,3850,directed,,,,
309,3850,directed,,,,
984,3850,directed,,,,
995,3850,directed,,,,
2,1872,directed,,,,
996,1872,directed,,,,
281,1425,directed,,,,
826,1425,directed,,,,
608,1425,directed,,,,
611,1425,directed,,,,
78,1425,directed,,,,
799,1425,directed,,,,
434,1425,directed,,,,
997,1425,directed,,,,
987,1425,directed,,,,
527,1425,directed,,,,
736,1425,directed,,,,
998,1425,directed,,,,
999,3851,directed,,,,
1000,3851,directed,,,,
1001,3851,directed,,,,
692,3851,directed,,,,
973,3851,directed,,,,
112,3851,directed,,,,
726,3852,directed,,,,
21,3852,directed,,,,
680,3852,directed,,,,
358,3852,directed,,,,
205,3852,directed,,,,
23,3852,directed,,,,
1002,3852,directed,,,,
577,3852,directed,,,,
1003,3852,directed,,,,
29,3852,directed,,,,
215,3852,directed,,,,
231,3852,directed,,,,
461,3852,directed,,,,
1004,2754,directed,,,,
777,1,directed,,,,
1005,1,directed,,,,
1006,1,directed,,,,
478,1,directed,,,,
1007,1,directed,,,,
1008,1,directed,,,,
228,1,directed,,,,
195,1,directed,,,,
1009,1,directed,,,,
12,1,directed,,,,
1010,1,directed,,,,
755,1,directed,,,,
860,1,directed,,,,
368,2878,directed,,,,
1011,2878,directed,,,,
1012,2759,directed,,,,
1013,2759,directed,,,,
1014,2261,directed,,,,
1015,3853,directed,,,,
1016,3853,directed,,,,
1017,3853,directed,,,,
98,1666,directed,,,,
709,1666,directed,,,,
182,1666,directed,,,,
733,1666,directed,,,,
1018,1666,directed,,,,
390,1666,directed,,,,
1019,1666,directed,,,,
741,1666,directed,,,,
1020,1666,directed,,,,
64,1666,directed,,,,
1021,1666,directed,,,,
1022,1666,directed,,,,
1023,1666,directed,,,,
1024,1666,directed,,,,
1025,1666,directed,,,,
511,3854,directed,,,,
489,1747,directed,,,,
679,1747,directed,,,,
573,1747,directed,,,,
1026,1747,directed,,,,
680,1747,directed,,,,
1027,1747,directed,,,,
1028,1747,directed,,,,
5,1747,directed,,,,
1029,1747,directed,,,,
228,1747,directed,,,,
361,1747,directed,,,,
10,1747,directed,,,,
58,1747,directed,,,,
11,1747,directed,,,,
1030,1747,directed,,,,
1031,1747,directed,,,,
952,1747,directed,,,,
492,1747,directed,,,,
14,1747,directed,,,,
15,1747,directed,,,,
1032,1747,directed,,,,
1033,1747,directed,,,,
1034,1747,directed,,,,
359,1747,directed,,,,
953,1747,directed,,,,
1035,2541,directed,,,,
1036,2541,directed,,,,
849,2541,directed,,,,
481,2541,directed,,,,
1037,2541,directed,,,,
12,2541,directed,,,,
1038,2541,directed,,,,
910,2113,directed,,,,
47,2113,directed,,,,
1039,2113,directed,,,,
567,2113,directed,,,,
568,2113,directed,,,,
52,2113,directed,,,,
911,2113,directed,,,,
912,2113,directed,,,,
967,2113,directed,,,,
208,2113,directed,,,,
913,2113,directed,,,,
569,2113,directed,,,,
361,2113,directed,,,,
214,2113,directed,,,,
58,2113,directed,,,,
1040,2113,directed,,,,
758,2113,directed,,,,
61,2113,directed,,,,
62,2113,directed,,,,
220,2113,directed,,,,
1041,2113,directed,,,,
1042,2113,directed,,,,
1043,2113,directed,,,,
2,1237,directed,,,,
233,1237,directed,,,,
1044,1237,directed,,,,
1045,1237,directed,,,,
544,1237,directed,,,,
1046,1237,directed,,,,
1047,1237,directed,,,,
673,1237,directed,,,,
929,1237,directed,,,,
1048,1237,directed,,,,
652,1237,directed,,,,
1049,1237,directed,,,,
275,1237,directed,,,,
20,1237,directed,,,,
955,1179,directed,,,,
1050,1179,directed,,,,
98,1179,directed,,,,
1051,1179,directed,,,,
1004,1179,directed,,,,
1052,1179,directed,,,,
1053,1179,directed,,,,
1054,1179,directed,,,,
107,1179,directed,,,,
1055,1179,directed,,,,
1056,1179,directed,,,,
99,1179,directed,,,,
1057,1179,directed,,,,
1058,1179,directed,,,,
1059,1179,directed,,,,
1060,1179,directed,,,,
1061,1179,directed,,,,
482,1179,directed,,,,
1062,1179,directed,,,,
101,1179,directed,,,,
1063,1179,directed,,,,
1064,1179,directed,,,,
110,1179,directed,,,,
1065,1179,directed,,,,
15,1179,directed,,,,
1021,1179,directed,,,,
1066,1179,directed,,,,
103,1179,directed,,,,
1067,1179,directed,,,,
67,1179,directed,,,,
1068,1179,directed,,,,
995,1179,directed,,,,
1069,1179,directed,,,,
840,3855,directed,,,,
15,3855,directed,,,,
65,3855,directed,,,,
1070,2963,directed,,,,
1071,2963,directed,,,,
242,2963,directed,,,,
612,2963,directed,,,,
1072,2963,directed,,,,
1073,2963,directed,,,,
1074,2963,directed,,,,
493,2963,directed,,,,
288,2963,directed,,,,
579,2963,directed,,,,
860,2963,directed,,,,
725,3328,directed,,,,
1075,3328,directed,,,,
1076,3328,directed,,,,
1077,3328,directed,,,,
480,3328,directed,,,,
193,3328,directed,,,,
1078,3328,directed,,,,
198,3328,directed,,,,
234,3856,directed,,,,
1079,2063,directed,,,,
1080,2063,directed,,,,
116,2063,directed,,,,
178,2063,directed,,,,
1081,2063,directed,,,,
180,2063,directed,,,,
1082,2063,directed,,,,
635,3857,directed,,,,
403,3857,directed,,,,
641,3857,directed,,,,
136,3857,directed,,,,
1083,3857,directed,,,,
2,1112,directed,,,,
332,1112,directed,,,,
253,1112,directed,,,,
298,1112,directed,,,,
1084,1112,directed,,,,
1085,1112,directed,,,,
335,1112,directed,,,,
1086,1112,directed,,,,
1087,1112,directed,,,,
737,1112,directed,,,,
1088,1112,directed,,,,
224,2896,directed,,,,
457,2896,directed,,,,
154,2896,directed,,,,
1089,2896,directed,,,,
1090,2896,directed,,,,
62,2896,directed,,,,
137,2896,directed,,,,
460,2896,directed,,,,
1091,3858,directed,,,,
867,865,directed,,,,
123,865,directed,,,,
1092,865,directed,,,,
868,865,directed,,,,
646,865,directed,,,,
1093,865,directed,,,,
308,865,directed,,,,
129,865,directed,,,,
309,865,directed,,,,
1094,865,directed,,,,
332,1690,directed,,,,
1,1626,directed,,,,
1004,1626,directed,,,,
1095,1626,directed,,,,
478,1626,directed,,,,
1007,1626,directed,,,,
744,1626,directed,,,,
1096,1626,directed,,,,
8,1626,directed,,,,
1097,1626,directed,,,,
1083,1626,directed,,,,
813,1626,directed,,,,
485,1626,directed,,,,
814,1626,directed,,,,
1098,252,directed,,,,
98,1579,directed,,,,
277,1579,directed,,,,
743,1579,directed,,,,
1099,1579,directed,,,,
384,1579,directed,,,,
820,1579,directed,,,,
770,1579,directed,,,,
342,1579,directed,,,,
771,1579,directed,,,,
101,1579,directed,,,,
64,1579,directed,,,,
1100,3859,directed,,,,
182,3859,directed,,,,
424,3860,directed,,,,
1101,738,directed,,,,
1102,738,directed,,,,
1103,738,directed,,,,
193,738,directed,,,,
1104,738,directed,,,,
627,738,directed,,,,
64,738,directed,,,,
131,738,directed,,,,
881,1692,directed,,,,
1105,1692,directed,,,,
673,1692,directed,,,,
676,1692,directed,,,,
910,3861,directed,,,,
62,3861,directed,,,,
696,3862,directed,,,,
1106,3862,directed,,,,
1107,3862,directed,,,,
1108,3862,directed,,,,
1109,3862,directed,,,,
1009,3862,directed,,,,
1110,3862,directed,,,,
1111,3862,directed,,,,
34,3862,directed,,,,
38,3862,directed,,,,
183,3548,directed,,,,
462,632,directed,,,,
1112,632,directed,,,,
738,632,directed,,,,
1113,632,directed,,,,
1114,632,directed,,,,
182,632,directed,,,,
871,632,directed,,,,
368,632,directed,,,,
332,632,directed,,,,
990,632,directed,,,,
733,632,directed,,,,
480,632,directed,,,,
1115,632,directed,,,,
1116,632,directed,,,,
734,632,directed,,,,
471,632,directed,,,,
193,632,directed,,,,
335,632,directed,,,,
372,632,directed,,,,
739,632,directed,,,,
1117,632,directed,,,,
1104,632,directed,,,,
183,632,directed,,,,
1118,632,directed,,,,
1119,632,directed,,,,
64,632,directed,,,,
1120,632,directed,,,,
324,632,directed,,,,
325,632,directed,,,,
1121,632,directed,,,,
1122,632,directed,,,,
1088,632,directed,,,,
1123,632,directed,,,,
240,2072,directed,,,,
684,2072,directed,,,,
1124,2072,directed,,,,
49,2072,directed,,,,
568,2072,directed,,,,
208,2072,directed,,,,
913,2072,directed,,,,
569,2072,directed,,,,
1125,2072,directed,,,,
61,2072,directed,,,,
1126,2072,directed,,,,
1127,2072,directed,,,,
62,2072,directed,,,,
65,2072,directed,,,,
1128,2072,directed,,,,
131,2072,directed,,,,
291,788,directed,,,,
248,788,directed,,,,
1129,788,directed,,,,
785,788,directed,,,,
1130,788,directed,,,,
1131,788,directed,,,,
1132,788,directed,,,,
101,788,directed,,,,
1133,788,directed,,,,
233,633,directed,,,,
1134,633,directed,,,,
234,633,directed,,,,
480,633,directed,,,,
159,633,directed,,,,
1135,633,directed,,,,
1047,633,directed,,,,
1136,633,directed,,,,
1137,633,directed,,,,
1138,633,directed,,,,
324,633,directed,,,,
236,633,directed,,,,
934,633,directed,,,,
367,1113,directed,,,,
874,1113,directed,,,,
1139,1113,directed,,,,
1140,1113,directed,,,,
550,1113,directed,,,,
372,1113,directed,,,,
739,1113,directed,,,,
1141,1113,directed,,,,
131,1113,directed,,,,
201,1113,directed,,,,
277,1100,directed,,,,
263,1100,directed,,,,
696,1100,directed,,,,
660,1100,directed,,,,
709,1100,directed,,,,
182,1100,directed,,,,
1039,1100,directed,,,,
1142,1100,directed,,,,
1143,1100,directed,,,,
388,1100,directed,,,,
228,1100,directed,,,,
1144,1100,directed,,,,
1145,1100,directed,,,,
448,1100,directed,,,,
1146,1100,directed,,,,
554,1100,directed,,,,
64,1100,directed,,,,
722,1100,directed,,,,
131,1100,directed,,,,
1123,1100,directed,,,,
1147,3863,directed,,,,
1148,3863,directed,,,,
807,2159,directed,,,,
1149,2159,directed,,,,
1053,2159,directed,,,,
387,2159,directed,,,,
714,2159,directed,,,,
1150,2159,directed,,,,
482,2159,directed,,,,
